comment,rating
I wastold do NOT take if you are OVER 75,3
"I was prescribed Evista for osteopenis.   Extremely healthy my entire life.   As  someone else reported I developed a ""blood   clot on my optic nerve"" and lost vision in my  right eye..... called NAION. I was told to   stop med immediately.  Don't know if it was   ever reported to FDA.  Probably too   much paperwork for busy doctors.",1
The first month of taking this medication I had no side effects.  I am on month 2 now and have painful and swollen hands.  My fingers feel like I have arthritis and I cannot get my rings off now.  Hoping this will subside.  If not I may switch to another drug.,3
"I have symptom since I started Evista -  leg/foot cramps, fatigue, insomnia and interrupted sleep, but did not fit them together till I read the side effects that some had in the tests. I will stop taking it according to my doctors recommendations.",2
"Started this med in 1997.  Not sure how effective it is - where would my bones be without it ? No side effects or pain or breaks. It is way too expensive for a drug that has been in use for so many years, but I'm staying on it until I'm sure it isn't doing enoug",3
I ended up having breast cancer instead of preventing it.  Aggressive and invasive type of 100 percent estrogen cancer!  I took Evista for over 10 years and I have nothing but regret.,1
"I am an active 68 year old female whose grandmother and mother died of breast cancer.  My sister, 2 years younger, recently had breast cancer, treated and so far doing okay.  I had been on Fosomax when my doctor told me about Evista. The only side effects I have experienced are that I have gained a little weight and sweat, especially after a glass of wine (-: but considering the options I am quite satisfied with Evista.",4
"I have been taking Evista since January 2013. I have gained weight and the past two months have experienced a tingling sensation in my fingers.  Has anyone else had this feeling?  Sometimes my upper right arm hurts along with my fingers.  I was on Boniva IV for 2 years and my bone density in lower spine decreased.  This is the reason my dr. told me to take Evista.  Also, for many years took Foxamax and that didn't help.  Maybe just taking extra calcium will help.",3
I have developed muscle weakness in my lower legs & am seeing a neurologist. I have stopped taking Evista & lost 5 pounds.,1
So far I haven't noticed any issues with taking this drug and it has helped to keep my bone mass from decreasing.,5
"I was on evista for many years and felt great, now on prolia and Doc. Took evista away. I,m now after two mos. feeling down and teary eyed a lot, was evista also a mood inhanser.",5
DO NOT TAKE EVISTA! Within a month of taking Evista. I developed a blood clot in the vessels of my eye which caused vision loss in my left eye.,1
"I have very few side effects, most bothersome is sweating.  I would rather take this medicine than some of the others out there for Osteoporosis.",4
"Have been on Evista for how long I really wouln't know but. of late have had a nurse tells me to ask primary when started and how to ;ong to take it drug as, of late have alot sweating on forhead esp. under breasts which hasn't happened in ouite awhile and she says there's quite alot of mixed answeer What is your answer?",2
"According to its manufacturer, Evista can be used to help prevent invasive breast cancer, but not to prevent a recurrence.  In addition, it is not for premenopausal women, nor is it used to prevent noninvasive breast cancer or a recurrence thereof.  I have been taking Evista for about two months but am premenopausal and in remission for noninvasive breast cancer.  Not sure if this med is appropriate for me, and not enjoying the weight gain, depression, and general feeling of sluggishness that seem to accompany it.  Will discuss with doctors and hopefully discontinue use.",1
Took this medication for only 3 weeks.  At the 3rd week I started having severe leg cramps and could not sleep for 2 nights.  Dr. advised stopping and checked for clots which I did not have.  Also started feeling nauseas.  4th week my whole body was achy but with Advil it was tolerable.  Took over a month to get out of my system ,1
I have not been on the drug long enough to give a good/bad review,1
i have not taken is drug yet.,1
I haven't used it long enough to know much about it. Need to know how it has affected others.,4
"Have been a breast cancer survivor for 6 years.  Started on Arimidex post radiation, supposedly as an 'estrogen prohibitor' to decrease my chances of returning breast cancer.  After 1 year, was switched to Aromasin as finger, hand, joint pain was consistent and difficult, and was prohibiting my computer work and golf.  Aromasin wasn't much better, so I after 4 years my Oncologist switched me to eVista.  After two years, though I felt less pain in the hands and finger joints, my leg and foot cramps have become so severe, I truly thought I either had bone cancer or thromboflibitis (sp)or thrombosis of the legs.  Pain was excruciating up into the thigh.  After reading these other reviews referring to the leg cramps, I am definitely stopping the drug.  The pain is obviously a result of this drug and not worth the 2-3 times per night cramping I am getting.",2
"Started taking Evista less than a week (4 days)and have itching and a rash on my trunk and inside of arms especially when I get warm or have exerted myself physically.  Also, as another reviewer, get itching at nighttime about 3 hours after taking this medicine.",2
No problems,4
"I just commented (Dec 2012) but failed to mention that since I stopped Evista in Jan 2012 I did increase my calcium (USP graded) to 1400mg - half plant-sourced and half calcium citrate and carbonate, also started taking 3000iu of vit D3 with my regular antioxidants, fish oil etc.",1
"I started Evista July 2010 and within one year began experiencing night sweats, left leg pain when sitting, right hip pain in bed, finger pain in joints, left knee pain when walking, and also bruised easily. I thought this was due to old age at 70 until I read the reviews for Evista in Jan 2012  and realized ""thats me"". I immediately stopped Evista and my night sweat was gone in 1 1/2 wks plus all my other pains left shortly after. I became completely pain free and today Dec 2012 remain pain free.",1
"I've been on Evista for about 10 years and am very satisfied. This week I had a Dexascan and the doctor has called asking me to come in and talk about the test results. I am afraid that the Evista either has run it's course or it needs to be increased or something. Reviewing the lawsuits and the side effects of all the other medications listed, I am afraid he is going to want to move me to something different and I am just not going to do it. Evista is just too great.",5
still have thinning bones and have hot flaSHES ,1
I took 5 doses of Evista & woke up with severe pains in my knee!  I could not figure out what I did & then I realized joint pain was listed on the side effects.  I stopped taking & it's day 6 of pain!  Nothing helps & I am limping around...so horrible it should be taken off the market!!!,1
"my body itches a lot. especially in the evening. I stop to use this medication for a week now, Isn't because from this medication ? anyone has the same experience ?",4
I have taken Evista 7 years and have had no problems,5
"I have been on Evista for 21 months and just had my second BMD test revealing a decrease in my T-score; Evista has done nothing for me except allow me to suffer the side effects of hot flashes, chills, leg cramps, weight gain(and I have a thin frame), insomnia and headaches(which I have never suffered from).  This has been a huge disappointment and waste of money for me. I received my results today, 08/03/12, and of course, have stopped taking Evista.",1
"Was put on Evista after breaking my femur to make my bones stronger. Was on it a couple of weeks when I notice that I was having severe muscle cramps and couldn't hardly walk. Stayed on it for two months and was in so much pain. During this time I fell three times which I was glad I didn't break a bone again. My primary doctor was the one who wanted me on this but after talking to my surgeon about how I was feeling, he told me to get off the medication. In just a couple of days, I felt better than ever. ",1
"My doctor just put me on this, have not taken it yet - but tried the fosomax for a day - had a horrible allergic reaction and almost had to be rushed into the hospital - now my Doc wants me to try this, it looks like there are no drugs that are researched enough that seem to work without horrible side effects.  I am 49, and have osteoporosis, I have been doing a great deal of research and think the best thing is to try - is to take care of it on your own with weight bearing type exercise, vitamins and diet.. From what I understand and the exercise...its the jumping gravity type things that we need to do...for me, to hard to run - Ill be jump rope, and bought a little trampoline along with lifting weights.  My doc will test me in another year, so Ill see then if its working - I would rather try this first before all the drugs that cause such horrible things...Im to young to have this crap anyways, so the whole thing is very frustrating.",1
Side effect --  weight gain,5
"sever pain in joints and bone.  eye fatigue. headaches.  pain in feet, as if bottoms of feet are bruised.  jolts of pain in feet and legs.   three root canals in a row.   (never had these symptoms before evista)",1
"I have used Evista since 1999 and have not had adverse side effects except sometimes cramps on my feet at night, although it is uncertain that this is caused by Evista. Other than that, I take it on a daily basis without fail and have felt fine.",4
I am 52 and have been using Evista for many years.  My osteoporosis has stablized and I like the added benefit of reducing the risk of breast cancer.  No side effects.  Very satisfied.,4
"Had a hysterectomy in 2006 and after two years of hot flashes, I decided to go on Bio-identical hormones which worked great.  I was recently advised to go off of them.  I have been taking Evista for approximately one month.  I recently began having a hard time sleeping, started getting hot flashes and have gained ten pounds.  I checked WebMd to see what others were saying about this drug and i found that many people seem to be having the same symptoms. I am considering researching to see what other options I have.",3
"I have been taking Evista for 5 years. During the first ten days on Evista I felt as though I had a mild virus, warm, somewhat achey. After that I've had no side effects at all and feel fine on it. Only problem is that while my hip T score improved my spinal T score has gotten worse and I am now have osteoporosis so will have to switch to another medication. Too bad since I liked Evista.",3
"I have been taking Evista for over 5 months after being taken off Tamoxifen.  I take it for osteopenia and breast cancer prevention.  Both drugs have caused severe swelling and pain in my legs and esp knees.  It has traveled to my hips and down to my ankles.  The night cramps are awful and I dream of the pain in my legs.  Terrible pain.  I have osteoartritis and issues with disk degeneration and this med seems to attack those vulnerable areas.  The interesting thing is that my oncologist, breast surgeon, or radiologist believe it is because of these drugs!  Thank you for making me feel heard!! I took myself off of Tamoxifen and felt better in 4 days, went on Evista after my mastectomy and did okay for awhile.  But now I realize I may have done better for a longer period because I had reconstruction 3 months ago and was on mega doses of Celebrex for 2 months.  I think that masked the side effects of Evista.  I have gone off the drug on my own and this is the 4th day.  The leg cramps are better all ready and I am just waiting for better results.  I could hardly walk.  I am 57 and very active.  Walk, lift weights and am in great health.  I had to take the stairs one at a time, walked with a limp and sometimes my legs would give out.  Early on I thought I had MS.  Three nights ago while out with my family, they had to help me to the car!  The drug is not worth losing my quality of life.  I will see my oncologist again, but will not take this drug.  My first oncologist insisted that in 20 years he had never heard of this happening...read the medication guide and the blogs!  Listen to your patients!  I will let you know how I am doing in a few days.  ",1
"I had a hysterectomy at 49 and went on low dose HRT for about 2 1/2 years with no negative side effects.  I weaned myself off of them knowing they no longer advise HRT beyond 5 years.  Two years later I have been diagnosed with osteopenia and osteoporosis.  I have only been on Evista for 6 weeks.  Weight gain, insomnia and severe hot flashes were immediate.  Now a burning in my hips wakes me up when I finally find sleep.  I've already contacted my Doctor asking for another alternative, but have concerns regarding the many significant side effects the others offer as well.  Either way, today was my last day taking Evista.",1
"This drug was not for me.  Took it 3 weeks and was miserable the entire time. Constant flashes, joint pain, malaise, insomnia and depression. I was achy and hot and crying every day. Not happy with my doctor for prescribing this med. I have a family history of strokes. Now have a paid for 3 month supply sitting in my medicine cabinet. Sorry I let Dr. send in the prescription. He should have given me a sample or just do a trial dosage.  My advice is do not take it.",1
"I have had a heart attack 6 yrs ago and recently stopped Plavix. I started the Evista for swollen mammary glands shortly afterwards. The first week was fine, but the second wk I began having a migraine that lasted for a week, so I stopped the Evista and in two days my migraine finally stopped. I may not be a good candidate for this drug, so I  am just taking my vit e and evening primrose oil and D3. I have had cysts several times, but not swollen glands.  ",2
"After taking Evista for 9 months, my right leg suddenly got so weak (and painful) that I couldn't use it to get up from a chair or go up a step.  I quit taking it and most of the strength has returned but I'm not sure it will ever be back to normal.  I've been in good physical condition and take no other drugs.  I took Fosamax for over 4 years before I realized it might be causing severe pains in the calves of both legs.  I quit taking it and the pains disappeared.  These bone meds are scary and I won't be taking any again.",1
"I've been taking evista for about 4 months.  I have no side effects but after reading the comments I'm getting worried.  I'm reasonably healthy, 51 yrs, in menapause for about 5 yrs; I smoke.  I was diagnosed with ""preni"" ostoprosis which is why my gyn put me on this med.  For the past three weeks my left eye has been blood shot although it doesn't bother me (other than appearance).  Today I have an appointment with my general physician and plan to discuss this drug with him.  Thank you for sharing your expriences.",3
I get more hot flashes since I started using this drug.  My face is always red.,3
"After having my Mom diagnosed with Breast Cancer, I spoke to my Gynecologist and she recommended that I take Evista. I didn't have any side effects until recently when I developed joint pain in my right shoulder, right elbow, and right wrist (I'm a lefty). I decided to stop taking the Evista and see if the pain went away. Some of it has and some of it hasn't so I don't know if the pain is related to the Evista or not. I did have some ""warm flushes"" when I first started taking Evista, but, they have gone away. I do stop taking it when I vacation at places where I will be sitting alot, like on the beach, or when I am going to be flying a long distance and won't be able to walk around.  I guess I'd rather take the Evista than risk having Breast Cancer. ",4
"Day 1 - light headed and hot flashes Day 2 - lower back pain, hot flashes and            light headed, lower leg cramps.",1
"I took Evista for 9 months and then suddenly had severe weakness and pain in my rt. leg.  Then my left leg also developed pains.  I quit taking Evista and the weakness and pains soon disappeared. I had previously taken Fosamax for several years and had severe leg pains during most of that time until I eventually figured out that Fosamax was the cause (my Doctors never identified it as being a possible cause of the pains). I refused to take any other bisphosphonates, but Evista did not appear to be a bisphosphonate and I agreed to try it. ",1
"3 days after starting this med I began to develop a rash on both arms, neck and upper chest area. I also noticed ""leg jerks"" which kept me up at night. By day 4 I was in extremem pain with severe burning, pain from the rash which had grown worse and the affected areas were swollen, hot and causing me such pain I could not eat, sleep or go to work. I was reduced to tears. I also began to wonder if I had developed RLS. After an emergency visit to my pcp and dermatologist, I was started on a taper dose of prednisone. Bothe md's said the ""rash"" was a serious allergic reaction to either a food or med. Since evista was the only new med (I only take over the counter vitamins and caltrate) and I had not had a new food item, I think the evista was the culprit. I stopped it and will not restart even to experiment if the drug was the culprit. i never want to experience that nauseating pain again. After 4 days on the prednisone the symptoms are abating.",1
"I was on Evista for about 6 years.  Weight gain started immediately for me right away.  After 6 years the pounds have piled up on me.  My boobs always felt bloated.  And I hated the constant hot flashes.    In the past year I started having nightly leg pain in my thighes, which kept me awake a lot of nights.  I ran out of Evista so I did not take it for a few weeks.  I noticed my legs stopped hurting and I was able to sleep, my boobs didn't feel bloated anymore, and I had no more hot flashes.  --  I got more Evista and took it for another month, and the same symptoms returned.  --  Now I am not taking it anymore, and I feel normal again.",2
"I started Evista about six months ago and about 4 months into the daily use of it my left ankle began swelling and I experienced severe cramping on the bottom of the left foot which caused considerable difficulty in just walking (I was actually limping).  The pain was radiating from the big toe to the ankle which felt like it was broken or cracked and then up the inner calf to the knee cap area.  The pain was so intense, I wondered to myself if I had bone cancer.  It also began to radiate up my inner thigh.  I had no injuries or other things that would explain this.  Finally, when I could no longer take the pain and it seemed to become increasingly worse every day, I went to my doctor.  He thought an EMG of the nerves and muscles in the leg were needed.  Well, the EMG did not show any sign of significant nerve damage, so I mentioned to him again that I had been on Evista and that was the only thing that I could possibly think of that could be causing this. He listened to me and we both concluded to stop taking the Evista for a good ten days and see what would happen.  As soon as I stopped taking the Evista cold turkey, the symptoms began to very gradually go away, every day I was starting to feel better and better.  Now I knew for sure what was causing me all of this pain and suffering and mental anguish!  I still may go back in for testing to make sure that I don't have a deep vein blood clot while I still have some health insurance.  I am telling you think more than twice about taking this Evista, I would not want to go through this again.  Shame on the makers of Evista for releasing such a drug to the public....further testing and findings should be done on it.  It carries too much risk for what it's worth.  I was on Fosamax before Evista but Fosamax had no effect on my bone density. Then the Evista was even worse.  After all of this I am going back to getting more exercise and eating more calcium and vitamin D in my diet..at least I know what I am putting in me.",1
the other meds on the market made all my joints hurt as soon as I took them. THis one does not.,4
I have taken Evista since 2000. I have had no side effects. My bones have not broken since then nor do I have weakness. At 70 I walk 3 miles at least 4 times a week. I enjoy walking with my 80 pound Labradoodle. I recommend this bone strengthening drug.,5
"65 years old, Evista for past 2 years, halted my osteoporosis, proven by DEXA. Failed on all bisphosphonates: extreme flu-like symptoms, body aches. Side effects with Evista: Leg cramps: everynight, horrible, had to use hot soaks to relieve the pain. Found online someone who advised Benadryl 25 mg at bedtime, it worked! No, I didn't have insomnia prior, but relief of painful cramping was amazing. Other questions: I have had bilateral trochanteric bursitis for past 18 months, steroid injections notwithstanding. Currently past 6 weeks with plantar fasciitis in right foot. Never had either of above in past and no precipitating trauma.  Recently read that Evista may contribute to ovarian cancer. Women are between a rock and a hard place with choices for treatment for osteoporosis. Where is the continuing research? We are our own advocates but time is short for those of us needing to prevent the sequelae of untreated or undertreated osteoporosis!",3
"I have been on this med. for 2 months trying to work through side effects.  Have bloating, bad lower back pain , nausous all day, weight gain....hope to keep working through this as hoping it will get better..",1
"I have been on this medication since 1994 to prevent reoccurance of brest cancer. So far so good. I had 24 lympth node involvment, and bone marrow transplant. ",5
I took my first pill last night and am now bleeding heavy as if I am having a period.  Going to call my Dr. to address this.  ,1
I am 78 yrs. old and have been taking this drug for 36 yrs. following a hysterectomy (with no side effects).  I have had breast cancer (14 yrs. ago) and my latest bone density test showed my bones compared favorably to that of a 21 yr. old.,5
hot flashes,4
Switched from Actonel to Evista due to the horrific leg cramps that the Actonel was causing. I've been on the Evista for three months now with no side effects at all and leg cramps have disappeared. Very satisfied with this medication. ,5
"I don't know the results yet, but after almost one year, I am not happy with the product.  I will stop taking this mediction because I am having hip pain and shortness of breath.  I don't know if Evista is the reason, but I am definitely going off of it to see if the paid stops.  I am a very small woman who is very active and I don't want this pain anymore.  I hope there is some natural solution to this problem.  I am afraid also to take reclast since it is a one year treatment.",1
"I have been on evista for 3 weeks and have gone thru finger pain,leg pain,hip pain. Thought they would go away after on it awhile.But now my back is in so much pain from shoulders to lower back. I can`t stand long,sitting isn`t good either.Last night I almost fell from right hip and leg pain to knee. Back was in spasms (spelling),was really scared. I`m going to stop Evista and see if gets better.I don`t want to be test person. ",2
I've been taking this medication for about three wks and its giving me an upset stomach and really playing havoc with it . I can'ttake it anymore.,2
"My symptoms: deep vein thrombosis, swelling in one leg & ankle, muscle pain & tightness in same leg to the point of not being able to walk without difficulty.  It's worse after periods of inactivity.  Been taking Evista for nine years after complete hysterectomy.  Doctor says it shouldn't be the cause of my problems, but after reading the other reviews, I'm going to stop taking it for a while and see if I get any improvement.",3
"Have been taking Evista as an alternative to Tamoxifen for prevention of Breast Ca. I have been on it for 7 months, and I have experienced a variety of side effects, and all have changed my life in a negative way. I am only 53 years old and had an active, but now I am extremely fatigued and have joint pain and stiffness all the time. I also have atrophic vaginitis- a side effect seen with all of these drugs. I need to use vaginal estrogen suppositories for relief. I do not have cancer, so the drug is solving the worst of my problems, but what a boat-load of other issues.",5
"After a little over a week, I began to have trouble sleeping which wasn't helped by usual sleep med.  Also increased hot flashes, sweating, and muscle jerks at night. After 3 days without, I am returning to normalcy.",2
"I took it for a period of a year and got an increase of bone mass in my hip area.  I than freaked out and worried about clot risk, went off it for a year and dropped some bone mass.  I have gone back on it for about a year and have yet to have another scan.  I don't seem to have any terrible side effects, but if I travel without room for motion I drop it during that period.",3
I have only been on this drug for less than 6 mo. and am having some new pain in muscles in arms esp.I WILL DISCUSS this with my dr. and file a follow up report.,1
After one pill I had leg cramps. The secon pill chest pain. The third day I was in the E. R. With tachycardia.  I am just starting to feel better after two weeks off of this drug. It also gave me GERD. WHAT a nightmare. I was perfectly healthy beefore I started Evista.,1
I have been taking Evista for about 5 years on and off.  I have been getting painful  severe sinus infections.  I blamed it on the fact that I am an elementary school teacher and I am exposed to constant germs and bacteria working with 5 year olds.   I have had 4 severe and extremely painful sinus infections since November. For one of them I went to the dentist with the pain that was coming from a tooth.  He said it was a sinus infection.  I went to an ENT.  He did a CT scan  when my sinuses were clear and healthy.... and my sinuses are normal .There is nothing abnormal causing this. I just found out sinus irritation is a side effect Of EVISTA!!!!   Does any one else experience any sinus problems on this medication?  ,3
I suffer with cramps in my leg when i take this med it will stop but i notice  some rash on my feet which was not there before.,3
"I developed pneumonia, constant hot flashes, leg swelling, flu-like symptoms, joint pain, sweating, couldn't breathe (ER for allergic reaction), feeling of warmth in the calves and blurred vision. Would not recommend this drug!",1
"The very first pill made me sick, so I will take Evista.",1
I am taking this because it bypasses the stomach and I have many ulcer and stomach issues...I hate the hot flashes and feeling itchy all the time. I also have developed knee and hip pain. This is the second time I've tried this medication. I'm done!,2
"Have been taking this drug almost 2 years.  Hip pain and leg pain, increase in cholestrol, hot flashes returned.  A friend suggested I check it out here.  What I read makes me think Evista is the culprit.  Going off it immediately.",3
"I was prescribed Evista for 5 years after lumpectomy for LCIS.  I have been taking the 60mg dose daily for approx. 14 months with the following side effects:  barely tolerable pain in both knees, increased intensity of hot flashes; 25-30% weigh gain :(  , increase of blood pressure requiring medication, slight anxiety/depression requiring medication, some sleep deprivation.  I read the STAR report, I know the stats on how this drug prevents additional breast cancer.  I plan to continue unless side effects worsen and need to revaluate.",2
 I have had breast cancer and am concerned because of the hormone in evista,3
too many adverse side effects,1
"After 11 months of taking Evista, I developed pain in my legs, hips and back so severe that I was afraid I would fall + could not sleep at night. All physical activity was affected.  Physician gave me xrays, MRI and a nuclear bone scan - all negative but said Evista wasn't causing it.  I took myself off of Evista at 18 months due to a air flight I had to take, did not tell my physician.   Thirty-six hours after the last pill, pain in my legs and back  started subsiding and now (10 days later) have had no pain whatsover.   Will call my physician this week and let him know.  Will try again for ten days as a confirmation of Evista causing the pain but if pain comes back, will back off completely. My T-score was only  -1.4 to begin with.   These last ten days have been great - I can exercise again and have regained  my  strength - hopefully I can start running again.  I'm also not in a continual hot flash and I feel so much better.",4
The only problem is getting too hot. I've never been one that sweats. Now I am. ,5
some bleeding from rectum,2
"Have been taking this drug for about 8 mos.to help prevent breast cancer. Am experiencing severe swelling in hands and feet in the morning. Just recently, began sever arthritis-type pain ""Trigger Finger & Thumb""  Will stop drug to identify its side effects.",1
"I've been on this medication for 2 years and it has decreased my loss of bone mass. Wonderful, however, I did not connect it until now but in the past year or so have developed pain in my legs (not cramping), cannot sleep on my side or cross my legs, only a little swelling.  Then I noticed that one of the side effects were leg pain.  I will go off for a few months to see if my legs get better. ",5
"I Developed a BLOOD CLOT in My Lower Right  LEG 2 weeks ago while taking EVISTA! Iwas in the Hospital 5 DAYS & I'm on Cumadine to GET Rid of the BLOOD CLOT!!!!! My Visiting Nurse is the Person who saw a BLACK BOX warning about EVISTA!!! I quit taking it IMMEDIATELY!!!!! My Doctor was alerted & told me to QUIT taking it, as I ALREADY DID!!!! WHY are these Drugs on the MARKET, having such Severe Consequences??????",3
Have been on this drug for 2 years with no additional bone loss.  Only side effect is night sweats (similar to those experienced peri-menopausal.),5
"I was given Evista in 1999, took it for 4 years, developed high blood pressure and I fainted on a daily basis for 1 year. I was totally house bound. In 2009 I had a hysterectomy in order to take estrogen without the risk of cancer. My bone density was not good after a year. So the Doctor upped the estrace and put me back on Evista. I have spent the last few months suffering. I bloated to where I looked 6 months pregnant, constipation and my blood pressure just went wacky. One minute high and the next too low. I was waking up at night with severe leg cramps and my legs would be sore for days afterwards. So by trial and error I went off the Evista and Estrace and my symptoms have completely subsided. I have not been able to tolerate any of the Osteoporosis meds what so ever. I will try taking half of the estrace every other day to see what that will do. I really believe that these Osteoporosis meds are more harmful then good. I think we are being used as guinea pigs. So please beware if you take any of these meds. The minute you have a problem get off them. I have lasting high blood pressure from these meds. My doctor does not feel these meds caused my problems, but I learned they did. Listen to what your body is telling you. If you don't heed the warning signs, no one else will.",1
"I had a vein break on my crotch.  When I called the doctor, I was told this happens for up to six months and then seems to stop.  They left it up to me if I want to continue with the med.  My mother and brother have strokes.  I worry about broken blood vessels.",3
I have had an increase in breast size an overall weight gain.  I can not loose it. When I cut down to 3 pills a week a few pounds came off but still my breasts seem to be getting larger.  I can not take the Fosamax family of drugs as I have long bone and joint pain including jaw pain from these.  Am I alone with this problem?,3
I will have to talk to my doctor for another type of treatment.  I develped severe gasto problems,2
"After taking this for 6 months, started having terrible bruising, even worse leg cramps and gained 10 pounds.  Been on it for about a year, but will now stop (I have my doctor's approval) to see if these problems get better.  Due for another bone scan in 6 months, so we'll see. Don't know if problems were caused by Evista, since I take other meds, but after reading other posts, it's a distinct possibility.   ",3
"Been on Evista for almost 2 years. Fight depression, sleepless nights, terrible hot flashes, weight gain, have been working on getting cholesterol down for almost 3 years and just found out it has gone up, and my tryglcerites have jumped 200 points in  one year! I not taking this anymore. Terrible expensive with no insurance coverage, over $300.00 for 3 months.",3
I have been on Evista not even a month.I developed extreme sweating day and night.But that was not the worst part I developed muscle pain and cramps in my left hip and leg so sever I could hardly walk.There were times I had to wait until the cramps eased somewhat(because they never go away) to try and walk.This medication has been a terrible experience for me. I could not stand to take them any longer.,1
"As Ms. saffron wrote in Dec.2009, she is telling my story. I have been having terrible leg cramps and increased heartburn. But my worst symptoms are my day and night sweats They have been ruining my life for over seven months. I can not function and I hardly leave my house. I don't get to visit people because my sleep schedule is so off. My sweats begin around 3:00pm and are constant until 9:30am the next day. So this gives me a six hour window when I can finally get a few hours sleep. Thank God I am a retiree. But I am getting so depressed by my situation. Last month my dr. lessened my dose of Evista to every other day to see if I could handle the sweats, but the sweats have not subsided. I'm at wits end. Last week I decided to discontinue the medication in hopes of the sweats stopping and to get my life back. I have not seen much change yet. But, I am holding out hope. I am not interested in Boniva or Fosamax for their esophageal side effects are worse. I already have problems in that area. I will have to see what my dr. has to say when I talk to him next month.",2
Entodontist stated Evista was causing tooth infection preventing normal tooth health,3
No problem.  On it for years.  Foot cramps occasionally but not sure that I didn't have those before taking it.,5
Feel better on an energy level vs. once a week meds.,3
The only negative side effect for me is excessive bruising on my hands and arms. My purse strap even left a huge bruise.,5
I have had so many new medical problems from taking this drug from being in the hospital for chest pains to not be able to sleep at night and everthing in between wish that I never had taken this drug . Still trying to get my body back to where it was before taking this   what a big mistake!!,1
I could not take Actonel due to severe jaw and joint pain.  My Dr. put me on Evista.  Right now I am taking 1/2 pill daily of samples she supplied to see if I can tolerate it.  I have noticed some jaw pain and leg problems in bed.  I do not like taking these bone medications.  If this gets worse I will take my chances with exercise and nutrition.  These meds are scary!,1
Used Fosomax & Boniva which both caused and/or increased severity of hyatil hernia.  With sciatica pain couldn't tolerate not taking any medication in the morning for either of the above.  Switched to Evista with no side effects and osteoporosis is gone down to osteopena.,4
"I was not made aware of all the serious side affects either by my doctors or pharm. I am appalled at the severity of side affects and must say since starting this I have been treated for renal blockage of both renal arteries, and severe high blood pressure.",2
"Took briefly for a few weeks, o.k.Skipped few weeks, began taking again 8/30/09 had violent nausea,vomiting and since I was 65 nyears old and had never in my life vomited, I went to dr. 2 times 2 drs. told me this was not a side-effect. Tried again 3 more times on dr's insistance. The last time I was so sick I thought I was going to have to go to e.r. Very costly since I missed work and had a huge doctor bill just to be given wrong information. I will NEVER take this poison pill again. Thank goodness I didn't have a stroke",1
"Since starting this medication I've experienced leg cramps, weight gain and increased blood pressure and cholesterol levels.  I exercise regularly and eat a healthy diet.  Bone scans do not show improvement, may consider alternatives.",2
"Have osteopenia in both hips and borderline osteoperosis in the L5.  Cannot tolerate Actonel.  Took one Estiva yesterday midmorning w/crakers.  20 minutes after, I began to have tightness in the chest, nausea, swelling in the eyes, and overall shakeyness.  Had to tell my boss what I took in case she found me on the floor.  Symptoms continued throughout the day. Also had difficulty eating.  Was awake most of the night with nausea and stomach pains as well as pains in the chest.  Still shakey this morning.  Will not take it again today.  Double doses of milk and calcium  along with exercise will have to be enough.",1
"I have been on Evista for over 5 years and have had minor side effects. Some night sweats and leg cramps but not sure I can say the drug caused them. I have actually lost weight since on the drug. I had breast cancer in 1991 and had an abnormal pap smear at some point and that is when my doctor recommended Evista. I am 5 feet 5 inches, small in frame and haven't had bad side effects and only very minor bone loss in one of my hips. I have discussed the research with my doctor but she felt the drug was helping me. Due to all the different information, I am at a loss as what I should do in the future. ",4
I have been on Actonel for over a year.  Just had a bone density test and results are slighly worse.  Dr put me on Actenel and Evista.  About a month later I experienced nausea and unbalance in the legs (wobbly).  I've stopped Evista for tw weeks now but still have unbalance in legs.  Have read where people have pain but not unbalance symptoms.  ,1
 Depression major symptom.  Weight gain. Recent back pain when standing too long.  Headache and nausea.  Want to stop but worry about future bone fractures.  Can't take Fosomax or Boniva - caused gastritis.,2
"Due to osteopenia and osterporiasis, along with bad bone density tests, I used an estrogen patch for 16 years and because I was fearful of breast cancer if I continued use (even tho none in family) I stopped the patach.  My doctor agreed.  With  Evista I have sweats during the day but my night sweats are unbearable. I have leg cramps at night and last night it was horribly painful.  Thought if I could hang in there for 6 months the side effects would lessen but now am not so sure.  In addition I have Thyroid Disease and take Synthroid for that and Synthroid leaches calcium from the bone. Not sure what to do or what my options are at this point but I do not like these side effects.  ",1
Leg discomfort,3
"I have been on Evista for one year and not due for another bone density scan for another year, so I am not sure of its effectiveness.  I do have some night sweats, but also take another drug that has that side effect. They are not nearly as bad as during peri-menapausal stage. I have begun to have some occasional acid reflux and was researching this site to see if Evista might be the cause since I had not added any other new drugs in the past year.  Sounds like it might be.",4
"The potential benefits of this medication were overshadowed by a progressive stiffness in my knees which became more and more debilitating over the course of the year+ that I took it.  The symptoms disappeared when, at the suggestion of my physician, I discontinued the medication.",3
evista gave me gallstone highbloodpresser and mmy face was swolling,1
"My experience with Evista was not good.  I got  leg cramps, hot flashes and joint pain.  About a month ago I had a Mini Stroke while on Evista.  I think the bad reactions over take the good.",1
